0000062C,AVIF,AVDragonSouls
0000062D,AVIF,AVCombatHealthRegenMult
0000062E,AVIF,AVOneHandedPowerMod
00000630,AVIF,AVMarksmanPowerMod
00000631,AVIF,AVBlockPowerMod
00000632,AVIF,AVSmithingPowerMod
00000633,AVIF,AVHeavyArmorPowerMod
00000634,AVIF,AVLightArmorPowerMod
00000635,AVIF,AVPickPocketPowerMod
00000636,AVIF,AVLockpickingPowerMod
00000637,AVIF,AVSneakPowerMod
00000638,AVIF,AVAlchemyPowerMod
00000639,AVIF,AVSpeechcraftPowerMod
0000063A,AVIF,AVAlterationPowerMod
0000063B,AVIF,AVConjurationPowerMod
0000063D,AVIF,AVIllusionPowerMod
0000063E,AVIF,AVRestorationPowerMod
0000063F,AVIF,AVEnchantingPowerMod
00000640,AVIF,AVDragonRend
00000641,AVIF,AVAttackDamageMult
00000642,AVIF,AVCombatHealthRegenMultMod
00000643,AVIF,AVCombatHealthRegenMultPowerMod
00000645,AVIF,AVHealRatePowerMod
00000646,AVIF,AVMagickaRateMod
0000064A,AVIF,AVReflectDamage
00000810,IMAD,ISMExterior
00000812,CLMT,SkyrimClimate
0000081A,WTHR,SkyrimClear
00000845,CONT,BarrelFood01
00000846,STAT,Farmhouse02
0000084A,STAT,Farmhouse01
00000889,TXST,LandscapeGrassSnow01
00000891,TXST,LandscapeSnow01
00000894,LTEX,LGrassSnow01
0000089B,LTEX,LSnow01
000008A6,STAT,FenceWoven01
000008A7,STAT,FenceWoven02
0000099B,STAT,Stonewall01
0000099C,STAT,Stonewall01Ivy
0000099D,STAT,Stonewall02
0000099E,STAT,StonewallEndL01
0000099F,STAT,StonewallEndL01Ivy
000009A0,STAT,StonewallEndR01
000009A1,STAT,StonewallEndR01Ivy
000009A2,STAT,StonewallLong01
000009C6,STAT,StonewallTerrace01
000009CC,STAT,StonewallTerraceLong01
000009D0,STAT,StonewallTerraceStairs01
00000A65,EYES,blue
00000A6B,STAT,StonewallTerraceLong02
00000A6C,STAT,StonewallTerrace02
00000A70,STAT,StonewallTerraceEndL01
00000A71,STAT,StonewallTerraceRampDown01
00000A72,STAT,StonewallTerraceRampUp01
00000A73,STAT,StonewallTerraceEndR01
00000A74,STAT,StonewallTerraceCorner01
00000AE1,TXST,LandscapeRocks01
00000AE4,LTEX,LRocks01
00000C0E,TXST,LandscapeDirt01
00000C0F,TXST,LandscapeDirt02
00000C14,LTEX,LDirt01
00000C16,LTEX,LDirt02
00000C1E,LTEX,LScrub01
00000D0D,CSTY,csDraugrMeleeLvl1
00000D14,FLST,DraugrWeapons
00000D53,RACE,DraugrRace
00000D64,ARMO,SkinNaked
00000D67,ARMA,NakedTorso
00000D6C,ARMA,NakedHands
00000D6E,ARMA,NakedFeet
00000D6F,FLST,NakedList
00000D74,CELL,
00000D80,ARMA,NakedDraugrBodyAA
00000DB1,FACT,PlayerFaction
00000DCF,MUST,MUSExploreDay09
00000DD0,SNDR,ITMGenericUpLoFi
00000DD1,REFR,
00000DD2,COBJ,TemperArmorElvenLightBoots
00000DD3,COBJ,TemperArmorElvenLightCuirass
00000DD4,COBJ,TemperArmorElvenLightGauntlets
00000DD5,COBJ,TemperArmorElvenLightHelmet
00000DD6,GMST,fPickpocketSkillUsesCurve
00000DD7,INFO,
00000DD8,INFO,
00000DD9,REFR,
00000DDA,REFR,
00000DDB,REFR,
00000DDC,STAT,LoadScreenDSSerpent01
00000DDD,STAT,LoadScreenDSShadow01
00000DDE,STAT,LoadScreenDSSteed01
00000DDF,STAT,LoadScreenDSTheif01
00000DE0,STAT,LoadScreenDSTower01
00000DE1,STAT,LoadScreenDSWarrior01
00000DE2,STAT,LoadScreenDSApprentice01
00000DE3,STAT,LoadScreenDSAtronach01
00000DE4,STAT,LoadScreenDSBoethiah01
00000DE5,STAT,LoadScreenDSLady01
00000DE6,STAT,LoadScreenDSLord01
00000DE7,STAT,LoadScreenDSLover01
00000DE8,STAT,LoadScreenDSMage01
00000DE9,STAT,LoadScreenDSRitual01
00000DEA,REFR,
00000DEB,FACT,T01EnmonFaction
00000DEC,REFR,
00000DED,SNDR,QSTWolfChestxSD
00000DEE,REFR,
00000DEF,REFR,
00000DF0,REFR,
00000DF1,REFR,
00000DF2,REFR,
00000DF3,REFR,
00000DF4,REFR,
00000DF5,REFR,
00000DF6,REFR,
00000DF7,REFR,
00000DF8,REFR,
00000DF9,REFR,
00000DFA,REFR,
00000DFB,REFR,
00000DFC,REFR,
00000DFD,REFR,
00000DFE,SNDR,MAGPowerSerpentStoneProjectileLP
00000DFF,SNDR,MAGPowerSerpentStoneImpact
00000E00,SNDR,MAGPowerSerpentStoneExplosion
00000E01,IPCT,MAGPowerSerpentStoneImpactImpact
00000E02,IPDS,MAGPowerSerpentStoneImpactImpactSet
00000E04,EXPL,PowerSerpentStoneExplosion
00000E05,SNDR,AMBRumbleShakeGreybeardsSD
00000E06,SOUN,AMBRumbleShakeGreybeards
00000E07,REFR,
00000E08,REFR,
00000E09,REFR,
00000E0A,REFR,
00000E0B,SOUN,QSTWolfChest
00000E0C,SNDR,NPCHorseFootWalkBackLOFISD
00000E0D,SNDR,NPCHorseFootWalkFrontLOFISD
00000E0E,REFR,testjeffb09
00000E0F,REFR,
00000E10,REFR,
00000E11,MUST,MUSFailure04
00000E12,MUST,MUSFailure05
00000E13,MUST,MUSFailure06
00000E14,MUST,MUSFailure07
00000E15,NAVM,
00000E16,NAVM,
00000E17,REFR,
00000E18,REFR,
00000E19,REFR,
00000E1A,REFR,
00000E1B,REFR,
00000E1C,REFR,
00000E1D,REFR,
00000E1E,REFR,
00000E1F,REFR,
00000E20,REFR,
00000E21,REFR,
00000E22,REFR,
00000E23,REFR,
00000E24,REFR,
00000E25,REFR,
00000E26,REFR,
00000E27,REFR,
00000E28,REFR,
00000E29,REFR,
00000E2A,REFR,
00000E2B,REFR,
00000E2C,REFR,
00000E2D,REFR,
00000E2E,REFR,
00000E2F,REFR,
00000E30,REFR,
00000E31,REFR,
00000E32,REFR,
00000E33,REFR,
00000E34,REFR,
00000E35,REFR,
00000E36,REFR,
00000E37,SNDR,MAGMysticismSoulTrapCaptureShader
00000E38,REFR,
00000E39,REFR,
00000E3A,REFR,
00000E3B,REFR,
00000E3C,DIAL,
00000E3D,INFO,
00000E3E,REFR,
00000E3F,REFR,
00000E40,PACK,DA15StayAtEditorLocationBully
00000E41,PACK,DA15StayAtCurrentLocationPelagiusFearful
00000E42,DIAL,
00000E43,DIAL,
00000E44,INFO,
00000E45,INFO,
00000E46,QUST,CreatureDialogueWerewolf
00000E47,SNDR,NPCWerewolfDeath
00000E48,SNDR,NPCWerewolfInjured
00000E49,COBJ,TemperWeaponSkyforgeBattleAxe
00000E4A,COBJ,TemperWeaponSkyforgeBow
00000E4B,COBJ,TemperWeaponSkyforgeGreatsword
00000E4C,COBJ,TemperWeaponSkyforgeSword
00000E4D,COBJ,TemperWeaponSkyforgeWarAxe
00000E4E,REFR,
00000E4F,REFR,
00000E50,REFR,
00000E51,REFR,
00000E52,SPEL,AbMG08AncanoMagicka
00000E53,REFR,
00000E54,REFR,
00000E55,REFR,
00000E56,REFR,
00000E57,REFR,
00000E58,REFR,
00000E59,REFR,
00000E5A,REFR,
00000E5B,SNDR,MAGNightingaleStrifeFire2D
00000E5C,EFSH,InvisFXShaderNightingale
00000E5D,SNDR,MAGNightingaleSubterfugeFire2D
00000E5E,SNDR,TRPImpactImpale
00000E5F,SOUN,TRPImpactImpalex
00000E60,LVLI,LItemTorch05
00000E61,REFR,
00000E62,GMST,fBribeCostCurve
00000E63,GMST,fBribeScale
00000E64,GMST,fBribeSpeechcraftMult
00000E66,REFR,
00000E67,REFR,
00000E68,REFR,
00000E69,REFR,
00000E6A,REFR,
00000E6B,REFR,
00000E6C,REFR,
00000E6D,REFR,
00000E6E,REFR,
00000E6F,REFR,
00000E70,REFR,
00000E71,REFR,
00000E72,REFR,
00000E73,REFR,
00000E74,REFR,
00000E75,REFR,
00000E76,REFR,
00000E77,REFR,
00000E78,REFR,
00000E79,REFR,
00000E7A,REFR,
00000E7B,REFR,
00000E7C,REFR,
00000E7D,REFR,
00000E7E,REFR,
00000E7F,REFR,
00000E80,REFR,
00000E81,SOPM,SOMDialogue3D8000ThrowVoiceShout
00000E82,PACK,MS03LouisLetrushWalkOffScenePackage
00000E84,REFR,
00000E85,REFR,RiftenHorseMarkerRef
00000E86,REFR,
00000E87,STAT,LoadScreenMRaltar01
00000E88,LVLI,LootBanditChestBossMagicItem100
00000E89,LVLI,RewardMagicItem100
00000E8A,LSCR,ChargenLoadScreen
00000E8B,SOPM,SOMStereoRad12000MS06
00000E8C,PACK,WinterholdKraldarSandboxHome
00000E8D,PACK,WinterholdHousecarlAttendJarl10x6
00000E8E,REFR,WinterholdHousecarlAttendMarker
00000E8F,PACK,WinterholdHousecarlSleepLonghouse23x7
00000E90,IDLE,WoodPickUpInstantExit
00000E92,REFR,
00000E93,REFR,
00000E94,REFR,
00000E95,REFR,
00000E96,REFR,
00000E97,REFR,
00000E98,REFR,
00000E99,REFR,
00000E9C,GLOB,CrimeArrestOnSightViolentThreshold
00000E9D,GLOB,CrimeArrestOnSightNonViolentThreshold
00000E9E,SNCT,AudioCategorySFXFadeDuringDialogue
00000E9F,PACK,DA06YamarzStage70PostForcegreet
00000EA0,PACK,DA06YamarzStage90PostForcegreet
00000EA1,REFR,
00000EA2,REFR,
00000EA3,REFR,
00000EA4,MUST,_MUSExploreSILENT15TypeSpacerNIGHT
00000EA5,FACT,WindhelmPalaceDoorFaction
00000EA6,NPC_,WinterholdJailFrostAtronach
00000EA7,ACHR,
00000EA8,FACT,WinterholdJailFaction
00000EA9,ACTI,WinterholdJailTrigger
00000EAA,REFR,
00000EAB,REFR,
00000EAC,REFR,
00000EAD,REFR,
00000EAE,REFR,
00000EAF,REFR,
00000EB0,REFR,
00000EB1,REFR,TG08RockfallCollisionParent
00000EB2,NPC_,dunTransmogrifyMudcrab
00000EB3,NPC_,dunTransmogrifyHare
00000EB4,NPC_,dunTransmogrifyDremora
00000EB5,REFR,
00000EB6,REFR,
00000EB7,REFR,MorvunskarQTMarker
00000EB8,REFR,
00000EB9,PACK,MQ303OdahviingWaitToFlyAlias
00000EBA,REFR,
00000EBB,REFR,
00000EBC,REFR,
00000EBD,REFR,
00000EBE,REFR,
00000EBF,REFR,
00000EC0,REFR,
00000EC1,REFR,
00000EC2,REFR,
00000EC3,REFR,
00000EC5,REFR,
00000EC6,REFR,
00000EC7,SOPM,SOMStereoRad09000_verbSHOUTS
00000EC8,REFR,
00000ECA,GLOB,DecapitationChance
00000ECC,REFR,
00000ECD,REFR,
00000ECE,REFR,
00000ECF,IDLE,shieldForceEquip
00000ED0,IDLE,torchForceEquip
00000ED1,IDLE,ForceEquipWeaponsNotOut
00000ED2,REFR,
00000ED3,LVLI,LItemEnchWeaponDaggerBlacksmith15
00000ED4,LVLI,LItemEnchWeaponBlacksmithAny
00000ED5,LVLI,LItemEnchWeaponBlacksmith1H
00000ED6,LVLI,LItemEnchWeaponMaceBlacksmith
00000ED7,LVLI,LItemEnchWeaponSwordBlacksmith
00000ED8,LVLI,LItemEnchWeaponWarAxeBlacksmith
00000ED9,LVLI,LItemEnchWeaponDaggerBlacksmith
00000EDA,LVLI,LItemEnchWeaponBlacksmith2H
00000EDB,LVLI,LItemEnchWeaponBattleaxeBlacksmith
00000EDC,LVLI,LItemEnchWeaponGreatswordBlacksmith
00000EDD,LVLI,LItemEnchWeaponWarhammerBlacksmith
00000EDE,LVLI,LItemEnchWeaponBowBlacksmith
00000EDF,KYWD,MagicNoDistintegrate
00000EE1,REFR,
00000EE2,REFR,
00000EE3,REFR,MS04EntranceEnableMarker
00000EE5,SNDR,UIEnchantRecharge
00000EE7,LAND,
00000EE9,REFR,
00000EEA,REFR,
00000EEB,REFR,
00000EED,LVLI,SublistArmorBootsDaedric05
00000EEE,LVLI,SublistArmorBootsDragonplate05
00000EEF,LVLI,SublistArmorBootsDaedricBest05
00000EF0,LVLI,SublistArmorBootsDragonplateBest05
00000EF1,LVLI,SublistArmorCuirassDaedric05
00000EF2,LVLI,SublistArmorCuirassDragonPlate05
00000EF3,LVLI,SublistArmorCuirassDaedricBest05
00000EF4,LVLI,SublistArmorCuirassDragonplateBest05
00000EF5,LVLI,SublistArmorGauntletsDaedric05
00000EF6,LVLI,SublistArmorGauntletsDragonplate05
00000EF7,LVLI,SublistArmorGauntletsDaedricBest05
00000EF8,LVLI,SublistArmorGauntletsDragonplateBest05
00000EF9,LVLI,SublistArmorHelmetDaedric05
00000EFA,LVLI,SublistArmorHelmetDragonplate05
00000EFB,LVLI,SublistArmorHelmetDaedricBest05
00000EFC,LVLI,SublistArmorHelmetDragonplateBest05
00000EFD,LVLI,SublistArmorShieldDaedric05
00000EFE,LVLI,SublistArmorShieldDragonplate05
00000EFF,LVLI,SublistArmorShieldDaedricBest05
00000F00,LVLI,SublistArmorShieldDragonplateBest05
00000F01,LVLI,SublistArmorBootsDragonScale05
00000F02,LVLI,SublistArmorBootsDragonscaleBest05
00000F03,LVLI,SublistArmorCuirassDragonscale05
00000F04,LVLI,SublistArmorCuirassDragonscaleBest05
00000F05,LVLI,SublistArmorGauntletsDragonscale05
00000F06,LVLI,SublistArmorGauntletsDragonscaleBest05
00000F07,LVLI,SublistArmorHelmetDragonscale05
00000F08,LVLI,SublistArmorHelmetDragonscaleBest05
00000F09,LVLI,SublistArmorShieldDragonscale05
00000F0A,LVLI,SublistArmorShieldDragonscaleBest05
00000F0B,LVLI,SublistWeaponBattleaxeDaedric05
00000F0C,LVLI,SublistWeaponBattleaxeDaedricBest05
00000F0D,LVLI,SublistWeaponBowDaedric05
00000F0E,LVLI,SublistWeaponBowDaedricBest05
00000F0F,LVLI,SublistWeaponDaggerDaedric05
00000F10,LVLI,SublistWeaponDaggerDaedricBest05
00000F11,LVLI,SublistWeaponGreatswordDaedric05
00000F12,LVLI,SublistWeaponGreatswordDaedricBest05
00000F13,LVLI,SublistWeaponMaceDaedric05
00000F14,LVLI,SublistWeaponMaceDaedricBest05
00000F15,LVLI,SublistWeaponSwordDaedric05
00000F16,LVLI,SublistWeaponSwordDaedricBest05
00000F17,LVLI,SublistWeaponWarAxeDaedric05
00000F18,LVLI,SublistWeaponWarAxeDaedricBest05
00000F19,LVLI,SublistWeaponWarhammerDaedric05
00000F1A,LVLI,SublistWeaponWarhammerDaedricBest05
00000F1B,LVLI,SublistEnchWeaponBattleaxeDaedric05
00000F1C,LVLI,SublistEnchWeaponBattleaxeDaedricBest05
00000F1D,LVLI,SublistEnchWeaponBowDaedric05
00000F1E,LVLI,SublistEnchWeaponBowDaedricBest05
00000F1F,LVLI,SublistEnchWeaponDaggerDaedric05
00000F20,LVLI,SublistEnchWeaponDaggerDaedricBest05
00000F21,LVLI,SublistEnchWeaponGreatswordDaedric05
00000F22,LVLI,SublistEnchWeaponMaceDaedric05
00000F23,LVLI,SublistEnchWeaponSwordDaedric05
00000F24,LVLI,SublistEnchWeaponWarAxeDaedric05
00000F25,LVLI,SublistEnchWeaponWarAxeDaedricBest05
00000F26,LVLI,SublistEnchWeaponWarhammerDaedric05
00000F27,LVLI,SublistEnchArmorBoots04Daedric05
00000F28,LVLI,SublistEnchArmorBoots05Daedric05
00000F29,LVLI,SublistEnchArmorBoots06Daedric05
00000F2A,LVLI,SublistEnchArmorBoots04Dragonplate05
00000F2B,LVLI,SublistEnchArmorBoots05Dragonplate05
00000F2C,LVLI,SublistEnchArmorBoots06Dragonplate05
00000F2D,LVLI,SublistEnchArmorCuirass04Dragonplate05
00000F2E,LVLI,SublistEnchARmorCuirass05Dragonplate05
00000F2F,LVLI,SublistEnchArmorCuirass06Dragonplate05
00000F30,LVLI,SublistEnchArmorCuirass04Daedric05
00000F31,LVLI,SublistEnchArmorCuirass05Daedric05
00000F32,LVLI,SublistEnchArmorCuirass06Daedric05
00000F33,LVLI,SublistEnchArmorGauntlets04Daedric05
00000F34,LVLI,SublistEnchArmorGauntlets05Daedric05
00000F35,LVLI,SublistEnchArmorGauntlets06Daedric05
00000F36,LVLI,SublistEnchArmorGauntlets04Dragonplate05
00000F37,LVLI,SublistEnchArmorGauntlets05Dragonplate05
00000F38,LVLI,SublistEnchArmorGauntlets06Dragonplate05
00000F39,LVLI,SublistEnchArmorHelmet04Dragonplate05
00000F3A,LVLI,SublistEnchArmorHelmet05Dragonplate05
00000F3B,LVLI,SublistEnchArmorHelmet06Dragonplate05
00000F3C,LVLI,SublistEnchArmorHelmet04Daedric05
00000F3D,LVLI,SublistEnchArmorHelmet05Daedric05
00000F3E,LVLI,SublistEnchArmorHelmet06Daedric05
00000F3F,LVLI,SublistEnchArmorShield04Dragonplate05
00000F40,LVLI,SublistEnchArmorShield05Dragonplate05
00000F41,LVLI,SublistEnchArmorShield06Dragonplate05
00000F42,LVLI,SublistEnchArmorShield04Daedric05
00000F43,LVLI,SublistEnchArmorShield05Daedric05
00000F44,LVLI,SublistEnchArmorShield06Daedric05
00000F45,LVLI,SublistEnchArmorBoots04Dragonscale05
00000F46,LVLI,SublistEnchArmorBoots05Dragonscale05
00000F47,LVLI,SublistEnchArmorBoots06Dragonscale05
00000F48,LVLI,SublistEnchArmorCuirass04Dragonscale05
00000F49,LVLI,SublistEnchArmorCuirass05Dragonscale05
00000F4A,LVLI,SublistEnchArmorCuirass06Dragonscale05
00000F4B,LVLI,SublistEnchArmorGauntlets04Dragonscale05
00000F4C,LVLI,SublistEnchArmorGauntlets05Dragonscale05
00000F4D,LVLI,SublistEnchArmorGauntlets06Dragonscale05
00000F4E,LVLI,SublistEnchArmorHelmet04Dragonscale05
00000F4F,LVLI,SublistEnchArmorHelmet05Dragonscale05
00000F50,LVLI,SublistEnchArmorHelmet06Dragonscale05
00000F51,LVLI,SublistEnchArmorShield04Dragonscale05
00000F52,LVLI,SublistEnchArmorShield05Dragonscale05
00000F53,LVLI,SublistEnchArmorShield06Dragonscale05
00000F54,KYWD,PowerAttackBash
00000F55,ACTI,defaultBlankTrigger
00000F56,REFR,MS10PlayerFallTrigger
00000F58,SNDR,OBJWindmillSolitudeLPSD
00000F59,SOUN,OBJWindmillSolitudeLP
00000F5A,REFR,
00000F5B,REFR,
00000F5E,COBJ,TemperWeaponSkyforgeSteelBattleAxe
00000F5F,COBJ,TemperWeaponSkyforgeSteelGreatsword
00000F60,COBJ,TemperWeaponSkyforgeSteelSword
00000F61,COBJ,TemperWeaponSkyforgeSteelWarAxe
00000F62,REFR,
00000F63,REFR,
00000F64,REFR,
00000F65,REFR,
00000F66,REFR,
00000F67,REFR,
00000F68,REFR,
00000F69,REFR,
00000F6A,REFR,
00000F6B,REFR,
00000F6C,REFR,
00000F6D,REFR,
00000F6E,REFR,
00000F6F,REFR,
00000F70,REFR,
00000F71,REFR,
00000F72,SNCT,AudioCategoryFSTnpc
00000F73,SNDR,ITMGenericIngredientUpLoFi
00000F74,MUSC,MUSExploreSovngardeChantExterior
00000F75,REFR,
00000F76,REFR,
00000F77,REFR,
00000F78,REFR,
00000F79,REFR,
00000F7A,REFR,
00000F7B,REFR,
00000F7C,REFR,
00000F7D,MUST,MUSCombat04CG
00000F7E,MUST,MUSCombatBoss03CG
00000F7F,SNDR,AMBWindSnowBlowingALPSD
00000F80,SNDR,AMBWindSnowBlowingBLPSD
00000F81,SNDR,AMBWindSnowBlowingCLPSD
00000F82,SNDR,AMBWindSnowBlowingDLPSD
00000F83,REFR,
00000F84,REFR,
00000F85,REFR,
00000F86,SOPM,SOMDialogue3D4000BARDS
00000F87,SNDR,VOCShoutFXAuraWhisperA
00000F88,SNDR,VOCShoutFXDismayA
00000F89,SNDR,VOCShoutFXDismayB
00000F8A,SNDR,VOCShoutFXDismayC
00000F8B,SNDR,VOCShoutFXThrowVoice
00000F8C,REFR,
